	id	anger	anticipation	disgust	fear	joy	love	optimism	pessimism	sadness	surprise	trust	cleaned_tweet
84	2018-Ar-02770	0	0	0	1	0	0	0	0	0	0	0	أما خوفكم من الموت فهو أشبه بارتجاف الراعي الواقف أمام الملك عندما يرفع يمينه فوق رأسه لكي يكرمه وين
85	2018-Ar-00074	0	0	0	0	1	1	0	0	0	0	0	#من_جمال_تويتر انو ادخل الوقت اللي ابيه واغرد باللي ابيه وم في احد يعرفني ولله الحمد مرتاحه 😎 😂 🌚 💔
86	2018-Ar-03374	0	0	0	0	0	0	0	0	1	0	0	كم هو مؤلم أن تسير الحياة على هذا النحو العادي بدون أمي يتخيل لي وجهها في كل مره اشعر بقسوة الحياه علي إن أشد مرارة تشعر بها هي فقدان الأم
87	2018-Ar-01491	1	0	0	0	0	0	0	0	0	0	0	#الهيبة #نادين_نسيب_نجيم #ملكة_الهيبة ايواااا راحت عليكي يا عليا بلش الفلم معك @nadinenjeim  اسا بدن يحطوها تحت الامر الواقع 😦
88	2018-Ar-01152	1	0	0	0	0	0	0	0	0	0	0	اتجنب الشخص المسبب لغضبي وابتعد لما اهدأ بس إذا لاصق فيني يتحمل غضبي ولايحاسبني بعدين  #شتسوي_وقت_العصبيه
89	2018-Ar-00491	1	0	0	0	0	0	0	0	0	0	0	@Afnanaldkheel مو كل بنت تقدر ترفع دعوى ، فيه بنات يكونون تحت ضغط وترهيب فضيع. ماتقدر تتصرف أي تصرف والا يعنفونها. الموضوع يقهر.
90	2018-Ar-04261	1	0	1	0	0	0	0	0	0	0	0	يلي مفكر حالو فهمان وعامل فيها #أمني_لفصيله\nونازل #ترعيب و #ترهيب و #طحش و #مداهمات\nبحب قلك انك على #نهج_الشبيحة\n\nالقرون أشرف إلك.. 😊
91	2018-Ar-03030	1	0	0	0	0	0	0	0	0	0	0	كمان 3 دقايق و هشتم المدير بابشع الالفاظ 😡
92	2018-Ar-03224	0	0	0	0	1	1	0	0	0	0	0	· بتكبرين ياللي من رضا الأيام جيتي يوم ميلادك فرحة عمر مو تاريخ عابر 💙
93	2018-Ar-03562	0	0	0	1	0	0	0	0	1	0	0	تعبت من التوتر اتمنى انام واصحى بعد ماتنتهي و اشوف الثانيه عشر رافعها راموس
94	2018-Ar-01318	1	0	1	0	0	0	0	0	0	0	0	#مناره_الحدباء هذا العمل يدل ان لا ثورة عشائر كانت ولاشي وهذا التهديم وصمت عار بجبين من ادخل داعش وصفق له يذكره التاريخ للحشر والله #جبناء
95	2018-Ar-03235	1	0	0	0	0	0	0	0	0	0	0	@fm94a تتذمر شنو انت حقو تتجلد 35 جلدة في نص السوق العربي الساعة 2:30 ظهراً
96	2018-Ar-00299	0	0	0	0	1	0	0	0	1	0	0	بعض الاغاني تدخل القلب وتبعثر كل مافيه وتصعد العقل وتبحث فيه عن الذكرى المرتبطه بهذه الكلمات ،فيبدأ يخيم على صاحبها السكوون والمصحوب بتنهيده
97	2018-Ar-01874	1	0	0	0	0	0	0	1	0	0	0	ضريبة على العربيات اللى فوق ال ١٠٠ الف .. هو فى عربيات باقل من كده يا بهيم بعد ما غرقتوا الجنيه ؟؟؟
98	2018-Ar-02429	0	0	0	1	0	0	0	0	0	0	0	"اكتشفتا انو عندي "" Trypophobia ""\nفوبيا الثقوب 😢😭"
99	2018-Ar-04097	1	0	1	0	0	0	0	0	1	0	0	التعدد ما هو إلا خيانة للزوجة بإسم الدين و بدون أي تأنيب ضمير و أي رجل يلقب زوجته بالبرميل فلا يستحق اهتمام أي امرأة
100	2018-Ar-01650	0	0	0	0	1	1	1	0	0	0	0	اتمنى لك احلام سعيدة فيني❤️
101	2018-Ar-00899	1	1	0	0	0	0	0	0	1	0	0	اف اف شو صاير بالخليج 😦...ليش هيك هالتوتر ...؟؟؟ والله اني ما عم اعرف شي من هالدنيا الا الكتب و الامتحانات 😑
102	2018-Ar-01369	0	1	0	0	1	1	0	0	1	0	0	@Mayar05420154 @moniaah__ يابنتى انتى المفروض تحتفلي بيا وتفرحيني وتعمليلي مفاجأة ده انا عيدميلادى قرب خالص وانتى عارفة انى مكتئبة 💔
103	2018-Ar-02683	0	0	0	0	1	1	1	0	0	0	0	كمية احساس وطرب زي السياره لما تعبيها فل 😍 ❤
104	2018-Ar-03635	1	0	1	0	0	0	0	0	0	0	0	وعليك السلام وصدقت فيما قلت ولكن هذا الشخص سخر حسابة لشتم والسب في كل من ينتمي لنادي #الهلال وهذا سبب ردي عليه
105	2018-Ar-01418	1	0	0	0	0	0	0	1	0	0	0	قبيله حرب والله ان غضبي عليهم غضب الله على بليس
106	2018-Ar-03391	1	0	1	0	0	0	0	0	1	0	0	هاذا مو انتقام وبس انتي قضيتي علي
107	2018-Ar-03835	0	0	0	0	0	1	0	0	1	0	0	طمني عليك اذا حسيت بأي اذى بتلقلتي مع قلبك اذا بكى..
108	2018-Ar-00180	1	0	1	0	0	0	0	0	0	0	0	يستفزوني الأشخاص اللي بتويتر ماخذين وضعية احنا الوحيدين اللي محد يعجبنا وهم بالواقع خاتمين المجتمع، يعني ما فهمت ليش إثارة الشفقة هذي؟
109	2018-Ar-01945	0	0	0	1	0	0	0	0	1	0	0	بحكي لك عجز: شفت خوف إنسانة حقيقية على أمها الجدة! قد خوفي عليك لهالحظة. هزني الموقف! وكنت أضعف من أنّي أمسح دمعتها أو ألملم إنكساري.
110	2018-Ar-03320	1	0	0	0	0	0	0	0	0	0	0	@NadeenOdeh2 😂😂😂😂 منبسطة ع شو يا عالم يا ناس ايش صايرلكم لا دين صح ولا حياه صح استغفرالله بس الله يجيرنا من الآخرة
111	2018-Ar-01869	0	0	0	0	0	0	0	1	1	0	0	كل ماجيت اعتني في نفسي الموجوعه سببت في صدري #الاحزان صوت وزحمه جعل ماجاني على دنيا الشقا من لوعه تحتسب في الاخره تخفيف ذنب ورحمه
112	2018-Ar-01252	0	0	0	1	0	0	0	0	1	0	0	عن الليالي السود المخيفة : كنت الاشراق السريع مدحضة كل ذعر قاتلة كل نوبة ذعر ابدا لن انسى ذلك يا طهر هذه الارض و ركازها
113	2018-Ar-03411	1	0	1	0	0	0	0	0	0	0	0	ايه رايكم فى الحيوانات اللي غضبوا على هزيمة مصر من تونس وما تحرك لهم جفن على بيع الجزيرتين والخيانات اللي بتم فى العلن والخفاء
114	2018-Ar-02122	0	0	0	0	1	0	1	0	0	0	0	#احتفالات_عيد_الرياض مو حلو عيدكم حنا احلا 🙄
115	2018-Ar-02891	0	0	0	0	1	1	1	0	0	0	0	⁦مرحبا أنتي جميله وهناك شخص يحبك كوني سعيده دائما لأن عيناك مذهله عندما تبتسمين 💘
116	2018-Ar-01069	1	0	0	0	0	0	0	1	1	0	0	صحيت من النوم فايق و مفيش حاجة معكرة مزاجي قولت ازاي دا يبقي عيب حتي والله فتحت الnotes القديمة قريت فيها شوية و الحمد لله بقيت زالزفت تاني
117	2018-Ar-00674	1	1	1	1	0	0	0	1	1	0	0	@LibyaAlhadath الحمد لله ربنا يبقى يشلهم فة اديهم اﻻرهابيين واللى بيمولهم كمان يا قتلة المسلمين فى كل مكان
118	2018-Ar-01001	1	0	0	0	0	0	0	0	0	0	0	غاضب لدرجه افجر رحمك
119	2018-Ar-01828	1	0	1	0	0	0	0	0	1	0	0	أرغب بالهروب بعيدا أرغب بأن أعيش تحت ضوء القمر لا شمس ولا أصوات ضجر أرغب بالإبتعاد عن ذاتي وعن تفكيري المستمر إلى هناك إلى اللامفر
120	2018-Ar-00868	0	0	0	0	0	1	1	0	0	0	0	#ميلاد_الدعاء9 \n\nمن قالها بيقين فرج الله كربه بإذنه، وشافاه وعافاه بل ورزقه من حيث لايحتسب، وابتلاء الله تعالى للعبد ماهو إلا حب ورحمة..
121	2018-Ar-00450	0	0	0	0	0	0	0	0	1	0	0	الله يكفينا شر الغدرات
122	2018-Ar-02219	1	0	0	1	0	0	0	1	1	0	0	@IMEM__716 بشار الأسد \nيا ويلي على ذبحته 😡
123	2018-Ar-02328	1	0	0	0	0	0	0	0	1	0	0	لم يخطر ان يوما نشكو منهم ونردد بين الانفاس لعلهم خيرهه #صديق #احباب #اصحاب #عتاب #حزن #غالي #شعوري_الحين_يقول #ضيق #رمضان #الفقد #قصيد
124	2018-Ar-03312	0	0	0	0	0	1	1	0	0	0	1	لو اجتمعو ع ان يضروك بشيء لن يضروك الا بشيء قد كتبه الله لك 😍 #اطمئنان
125	2018-Ar-00836	0	1	0	0	1	0	1	0	0	0	0	#عوده_اخطر_معلمين_في_العالم\nوعليكم السلام ايوه صباح الانشكاح
126	2018-Ar-00413	0	0	0	0	1	0	1	0	1	0	1	#ﺎلكبرياء ؛ ﺎن تبتسم وبداخلك #عزاء
127	2018-Ar-00496	1	0	1	0	0	0	0	0	0	0	0	بعض الدول نكست اعلامها تضامنا مع مصر وضحايا #المنيا وبعضهم اعلن الحداد ، الا يوجد في #مصر من يتضامن مع مصر ويقول لفضائياتها : عيب ?!
128	2018-Ar-00980	1	0	1	0	0	0	0	1	0	0	0	يقولون ابحث عن فضولي الحقيقة ابحث عن مجنس في اي مشكلة #شجار_الرفاع
129	2018-Ar-00326	0	0	0	0	1	1	1	0	0	0	0	#السعادة كن مع الله ولا تحسد أحدا ولا تحقد وعش ببساطة مهما علا شأنك توقع خيرا مهما كثر البلاء وتعلم العطاء ولا تنتظر الرد
130	2018-Ar-03656	1	0	0	1	0	0	0	1	1	0	0	انا قايمه علي كابوس ابن جزمه و كذا يوم كوابيس كوابيس ؛ و قلبي واجعني و فيه اضطراب 😣 😣 بكره الكوابيس بكرهها 😖 😨
131	2018-Ar-04200	1	0	1	0	0	0	0	1	0	0	0	#غرابييب_سود\nلم أتابعه لكن أرى الكثير ناقمين عليه .. ودي أتابعه على شان أنقده .. عمومًا أنا لا أثق في mbc.
132	2018-Ar-00982	1	1	1	0	0	0	0	1	1	0	0	بينما نحن مطحونين في حر القاهره ونيلها وزحمتها غيرنا بيلهو ع البحر وبيصنع المجد وبيشمم فخاده هوا
133	2018-Ar-04345	0	0	0	1	0	0	0	0	1	0	0	المشكله عندي فطور رياجيل بس انا اذا صار عندي شغل يجيني قلق والنوم مايجيني مدري وش السواه 😬
134	2018-Ar-02045	0	0	0	0	0	1	1	0	0	0	0	#ياجدعان انا مش عاوز حد يزعل #مني وانا مش #زعلان من اي حد مهم كان الاامر
